"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-89.32","48.37","THUNDER BAY A","6048262","2015-10-31 13:00","2015","10","31","13:00","7.8","","6.9","","94","","18","","8","","9.7","","97.89","","","","","","Rain,Fog"
"-89.32","48.37","THUNDER BAY A","6048262","2015-10-31 14:00","2015","10","31","14:00","8.3","","7.1","","92","","16","","7","","16.1","","97.75","","","","","","Rain"
"-89.32","48.37","THUNDER BAY A","6048262","2015-10-31 15:00","2015","10","31","15:00","8.0","","6.8","","92","","17","","7","","9.7","","97.65","","","","","","Rain"
"-89.32","48.37","THUNDER BAY A","6048262","2015-10-31 16:00","2015","10","31","16:00","7.9","","6.7","","92","","18","","9","","12.9","","97.57","","","","","","Rain"
"-89.32","48.37","THUNDER BAY A","6048262","2015-10-31 17:00","2015","10","31","17:00","7.6","","6.7","","94","","17","","8","","12.9","","97.51","","","","","","Rain"
"-89.32","48.37","THUNDER BAY A","6048262","2015-10-31 18:00","2015","10","31","18:00","7.3","","6.6","","95","","36","","2","","9.7","","97.45","","","","","","Rain,Fog"
"-89.32","48.37","THUNDER BAY A","6048262","2015-10-31 19:00","2015","10","31","19:00","7.1","","6.7","","97","","5","","5","","16.1","","97.37","","","","","","Rain"
"-89.32","48.37","THUNDER BAY A","6048262","2015-10-31 20:00","2015","10","31","20:00","6.9","","6.6","","98","","7","","7","","8.1","","97.29","","","","","","Rain,Fog"
"-89.32","48.37","THUNDER BAY A","6048262","2015-10-31 21:00","2015","10","31","21:00","7.2","","6.9","","98","","8","","5","","4.8","","97.21","","","","","","Rain,Fog"
"-89.32","48.37","THUNDER BAY A","6048262","2015-10-31 22:00","2015","10","31","22:00","6.7","","6.4","","98","","33","","4","","4.8","","97.18","","","","","","Fog"
"-89.32","48.37","THUNDER BAY A","6048262","2015-10-31 23:00","2015","10","31","23:00","6.6","","6.3","","98","","36","","1","","6.4","","97.15","","","","","","Rain,Fog"
