Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-11,2016,01,11,NA,-1.9,NA,-12.5,NA,-7.2,NA,25.2,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,15,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-12,2016,01,12,NA,0.0,NA,-10.3,NA,-5.2,NA,23.2,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,15,NA,15,NA,33,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-13,2016,01,13,NA,-1.9,NA,-8.9,NA,-5.4,NA,23.4,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,15,NA,13,NA,33,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-14,2016,01,14,NA,-1.8,NA,-12.2,NA,-7.0,NA,25.0,NA,0.0,NA,NA,M,1.0,NA,NA,M,15,NA,36,NA,41,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-15,2016,01,15,NA,-12.1,NA,-19.7,NA,-15.9,NA,33.9,NA,0.0,NA,0.0,NA,1.3,NA,0.6,NA,16,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-16,2016,01,16,NA,-19.7,NA,-24.5,NA,-22.1,NA,40.1,NA,0.0,NA,0.0,NA,0.2,NA,0.2,NA,16,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-17,2016,01,17,NA,-17.1,NA,-26.7,NA,-21.9,NA,39.9,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,16,NA,13,NA,41,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-18,2016,01,18,NA,-8.8,NA,-19.0,NA,-13.9,NA,31.9,NA,0.0,NA,0.0,NA,0.2,NA,0.2,NA,16,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-19,2016,01,19,NA,-13.1,NA,-21.9,NA,-17.5,NA,35.5,NA,0.0,NA,0.0,NA,1.0,NA,0.2,NA,15,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-20,2016,01,20,NA,-11.2,NA,-20.5,NA,-15.9,NA,33.9,NA,0.0,NA,0.0,NA,1.6,NA,0.4,NA,17,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-21,2016,01,21,NA,-5.0,NA,-19.2,NA,-12.1,NA,30.1,NA,0.0,NA,0.0,NA,0.0,T,0.0,NA,17,NA,15,NA,41,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-22,2016,01,22,NA,-6.5,NA,-17.2,NA,-11.9,NA,29.9,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,17,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-23,2016,01,23,NA,-3.4,NA,-14.2,NA,-8.8,NA,26.8,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,17,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-24,2016,01,24,NA,-0.9,NA,-14.5,NA,-7.7,NA,25.7,NA,0.0,NA,0.0,NA,0.2,NA,0.0,T,17,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-25,2016,01,25,NA,-4.9,NA,-17.5,NA,-11.2,NA,29.2,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,17,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-26,2016,01,26,NA,5.1,NA,-13.3,NA,-4.1,NA,22.1,NA,0.0,NA,4.0,NA,0.0,T,4.0,NA,17,NA,27,NA,48,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-27,2016,01,27,NA,5.1,NA,-2.2,NA,1.5,NA,16.5,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,17,NA,28,NA,48,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-28,2016,01,28,NA,7.8,NA,-2.3,NA,2.8,NA,15.2,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,12,NA,29,NA,48,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-29,2016,01,29,NA,3.1,NA,-12.3,NA,-4.6,NA,22.6,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,12,NA,28,NA,44,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-30,2016,01,30,NA,1.5,NA,-15.8,NA,-7.2,NA,25.2,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,11,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-01-31,2016,01,31,NA,-0.6,NA,-12.2,NA,-6.4,NA,24.4,NA,0.0,NA,0.0,NA,0.2,NA,0.0,T,11,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-01,2016,02,01,NA,-4.0,NA,-11.7,NA,-7.9,NA,25.9,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,11,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-02,2016,02,02,NA,-3.0,NA,-11.8,NA,-7.4,NA,25.4,NA,0.0,NA,0.0,T,0.0,NA,0.0,T,11,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-03,2016,02,03,NA,-3.9,NA,-17.6,NA,-10.8,NA,28.8,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,11,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-04,2016,02,04,NA,-5.2,NA,-17.2,NA,-11.2,NA,29.2,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,11,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-05,2016,02,05,NA,3.3,NA,-11.8,NA,-4.3,NA,22.3,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,11,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-06,2016,02,06,NA,5.6,NA,-3.8,NA,0.9,NA,17.1,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,11,NA,30,NA,91,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-07,2016,02,07,NA,0.2,NA,-9.6,NA,-4.7,NA,22.7,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,11,NA,29,NA,35,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-08,2016,02,08,NA,3.2,NA,-7.2,NA,-2.0,NA,20.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,9,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-09,2016,02,09,NA,7.4,NA,-2.6,NA,2.4,NA,15.6,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,9,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-10,2016,02,10,NA,0.6,NA,-7.9,NA,-3.7,NA,21.7,NA,0.0,NA,0.0,NA,0.2,NA,0.2,NA,9,NA,11,NA,33,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-11,2016,02,11,NA,-2.3,NA,-8.2,NA,-5.3,NA,23.3,NA,0.0,NA,NA,M,5.6,NA,5.0,NA,12,NA,11,NA,32,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-12,2016,02,12,NA,-6.6,NA,-8.9,NA,-7.8,NA,25.8,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,14,NA,13,NA,48,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-13,2016,02,13,NA,4.6,NA,-7.3,NA,-1.4,NA,19.4,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,14,NA,13,NA,35,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-14,2016,02,14,NA,3.1,NA,-7.0,NA,-2.0,NA,20.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,14,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-15,2016,02,15,NA,4.2,NA,-2.2,NA,1.0,NA,17.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,14,NA,31,NA,48,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-16,2016,02,16,NA,3.3,NA,-3.8,NA,-0.3,NA,18.3,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,11,NA,19,NA,39,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-17,2016,02,17,NA,3.8,NA,-10.8,NA,-3.5,NA,21.5,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,12,NA,43,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-18,2016,02,18,NA,2.0,NA,-3.7,NA,-0.9,NA,18.9,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,11,NA,12,NA,41,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-19,2016,02,19,NA,-1.1,NA,-8.9,NA,-5.0,NA,23.0,NA,0.0,NA,0.0,NA,1.6,NA,1.6,NA,13,NA,33,NA,44,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-20,2016,02,20,NA,-4.3,NA,-10.5,NA,-7.4,NA,25.4,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,11,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-21,2016,02,21,NA,3.3,NA,-10.5,NA,-3.6,NA,21.6,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,11,NA,31,NA,35,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-22,2016,02,22,NA,4.3,NA,-11.7,NA,-3.7,NA,21.7,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,10,NA,29,NA,32,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-23,2016,02,23,NA,2.1,NA,-9.0,NA,-3.5,NA,21.5,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,10,NA,32,NA,54,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-24,2016,02,24,NA,0.4,NA,-15.3,NA,-7.5,NA,25.5,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,10,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-25,2016,02,25,NA,5.6,NA,-11.6,NA,-3.0,NA,21.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,10,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-26,2016,02,26,NA,10.9,NA,-7.9,NA,1.5,NA,16.5,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,9,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-27,2016,02,27,NA,6.1,NA,-3.6,NA,1.3,NA,16.7,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,7,NA,32,NA,59,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-28,2016,02,28,NA,1.1,NA,-12.9,NA,-5.9,NA,23.9,NA,0.0,NA,0.0,NA,0.3,NA,0.3,NA,6,NA,4,NA,43,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-02-29,2016,02,29,NA,-4.8,NA,-14.9,NA,-9.9,NA,27.9,NA,0.0,NA,0.0,NA,3.3,NA,3.0,NA,7,NA,11,NA,39,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-01,2016,03,01,NA,3.1,NA,-15.0,NA,-6.0,NA,24.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,9,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-02,2016,03,02,NA,2.1,NA,-2.0,NA,0.1,NA,17.9,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,9,NA,15,NA,35,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-03,2016,03,03,NA,1.3,NA,-1.0,NA,0.2,NA,17.8,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,4,NA,14,NA,37,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-04,2016,03,04,NA,3.8,NA,-5.3,NA,-0.8,NA,18.8,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,4,NA,15,NA,37,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-05,2016,03,05,NA,10.9,NA,-3.9,NA,3.5,NA,14.5,NA,0.0,NA,0.0,T,0.0,NA,0.0,T,3,NA,26,NA,39,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-06,2016,03,06,NA,3.1,NA,-5.1,NA,-1.0,NA,19.0,NA,0.0,NA,3.1,NA,0.6,NA,3.7,NA,2,NA,8,NA,37,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-07,2016,03,07,NA,0.2,NA,-1.3,NA,-0.6,NA,18.6,NA,0.0,NA,NA,M,0.0,NA,NA,M,1,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-08,2016,03,08,NA,1.8,NA,-3.8,NA,-1.0,NA,19.0,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,1,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-09,2016,03,09,NA,8.1,NA,-5.1,NA,1.5,NA,16.5,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,1,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-10,2016,03,10,NA,13.8,NA,-2.1,NA,5.9,NA,12.1,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,1,NA,11,NA,39,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-11,2016,03,11,NA,11.1,NA,-0.4,NA,5.4,NA,12.6,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,1,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-12,2016,03,12,NA,9.4,NA,0.3,NA,4.9,NA,13.1,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0,T,13,NA,48,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-13,2016,03,13,NA,8.9,NA,-3.0,NA,3.0,NA,15.0,NA,0.0,NA,0.2,NA,0.2,NA,0.4,NA,0,NA,31,NA,56,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-14,2016,03,14,NA,0.4,NA,-3.5,NA,-1.6,NA,19.6,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0,T,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-15,2016,03,15,NA,4.8,NA,-2.7,NA,1.1,NA,16.9,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,0,T,30,NA,37,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-16,2016,03,16,NA,6.3,NA,-4.7,NA,0.8,NA,17.2,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0,T,34,NA,67,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-17,2016,03,17,NA,0.8,NA,-10.5,NA,-4.9,NA,22.9,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,0,T,35,NA,43,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-18,2016,03,18,NA,4.7,NA,-12.5,NA,-3.9,NA,21.9,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,15,NA,32,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-19,2016,03,19,NA,9.3,NA,-5.0,NA,2.2,NA,15.8,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,18,NA,37,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-20,2016,03,20,NA,10.0,NA,-7.7,NA,1.2,NA,16.8,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-21,2016,03,21,NA,0.2,NA,-3.4,NA,-1.6,NA,19.6,NA,0.0,NA,0.0,NA,5.2,NA,5.2,NA,0,T,9,NA,33,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-22,2016,03,22,NA,-2.9,NA,-6.9,NA,-4.9,NA,22.9,NA,0.0,NA,0.0,NA,0.6,NA,0.6,NA,5,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-23,2016,03,23,NA,6.6,NA,-5.8,NA,0.4,NA,17.6,NA,0.0,NA,0.0,NA,0.0,T,0.0,T,3,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-24,2016,03,24,NA,2.1,NA,-1.8,NA,0.2,NA,17.8,NA,0.0,NA,0.0,NA,0.4,NA,0.4,NA,0,T,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-25,2016,03,25,NA,7.9,NA,-3.3,NA,2.3,NA,15.7,NA,0.0,NA,0.0,NA,0.2,NA,0.2,NA,0,T,30,NA,39,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-26,2016,03,26,NA,10.2,NA,-0.7,NA,4.8,NA,13.2,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,33,NA,32,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-27,2016,03,27,NA,11.5,NA,-4.4,NA,3.6,NA,14.4,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,15,NA,41,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-28,2016,03,28,NA,12.9,NA,-3.3,NA,4.8,NA,13.2,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,35,NA,43,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-29,2016,03,29,NA,13.5,NA,-2.5,NA,5.5,NA,12.5,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,29,NA,56,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-30,2016,03,30,NA,12.4,NA,1.9,NA,7.2,NA,10.8,NA,0.0,NA,0.2,NA,0.0,NA,0.2,NA,NA,NA,34,NA,48,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-03-31,2016,03,31,NA,9.5,NA,-2.1,NA,3.7,NA,14.3,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-01,2016,04,01,NA,17.7,NA,-4.5,NA,6.6,NA,11.4,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-02,2016,04,02,NA,22.0,NA,2.0,NA,12.0,NA,6.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,31,NA,67,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-03,2016,04,03,NA,14.2,NA,-0.5,NA,6.9,NA,11.1,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,29,NA,39,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-04,2016,04,04,NA,14.8,NA,-2.3,NA,6.3,NA,11.7,NA,0.0,NA,0.2,NA,0.0,NA,0.2,NA,NA,NA,13,NA,46,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-05,2016,04,05,NA,14.1,NA,-0.1,NA,7.0,NA,11.0,NA,0.0,NA,0.4,NA,2.2,NA,2.6,NA,1,NA,31,NA,56,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-06,2016,04,06,NA,13.8,NA,-4.5,NA,4.7,NA,13.3,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,32,NA,74,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-07,2016,04,07,NA,14.2,NA,-6.3,NA,4.0,NA,14.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,30,NA,41,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-08,2016,04,08,NA,18.9,NA,-1.7,NA,8.6,NA,9.4,NA,0.0,NA,0.0,T,0.0,NA,0.0,T,NA,NA,32,NA,87,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-09,2016,04,09,NA,13.8,NA,-4.8,NA,4.5,NA,13.5,NA,0.0,NA,0.2,NA,0.0,NA,0.2,NA,NA,NA,30,NA,78,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-10,2016,04,10,NA,5.4,NA,-10.4,NA,-2.5,NA,20.5,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-11,2016,04,11,NA,16.3,NA,-4.9,NA,5.7,NA,12.3,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,28,NA,41,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-12,2016,04,12,NA,19.8,NA,0.7,NA,10.3,NA,7.7,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,24,NA,43,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-13,2016,04,13,NA,17.3,NA,-3.6,NA,6.9,NA,11.1,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,34,NA,61,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-14,2016,04,14,NA,12.8,NA,-5.8,NA,3.5,NA,14.5,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,34,NA,37,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-15,2016,04,15,NA,15.6,NA,-8.9,NA,3.4,NA,14.6,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,14,NA,48,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-16,2016,04,16,NA,18.2,NA,3.2,NA,10.7,NA,7.3,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,16,NA,41,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-17,2016,04,17,NA,22.6,NA,0.8,NA,11.7,NA,6.3,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,19,NA,32,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-18,2016,04,18,NA,26.3,NA,5.9,NA,16.1,NA,1.9,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,18,NA,57,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-19,2016,04,19,NA,24.0,NA,5.8,NA,14.9,NA,3.1,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,19,NA,41,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-20,2016,04,20,NA,16.0,NA,-1.3,NA,7.4,NA,10.6,NA,0.0,NA,NA,M,NA,M,NA,M,NA,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-21,2016,04,21,NA,17.0,NA,-1.0,NA,8.0,NA,10.0,NA,0.0,NA,0.0,T,0.0,NA,0.0,T,NA,NA,8,NA,54,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-22,2016,04,22,NA,11.9,NA,3.9,NA,7.9,NA,10.1,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,8,NA,54,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-23,2016,04,23,NA,6.0,NA,0.2,NA,3.1,NA,14.9,NA,0.0,NA,3.0,NA,2.0,NA,5.0,NA,0,T,10,NA,54,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-24,2016,04,24,NA,3.6,NA,0.3,NA,2.0,NA,16.0,NA,0.0,NA,0.0,NA,0.6,NA,0.6,NA,0,T,12,NA,35,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-25,2016,04,25,NA,5.0,NA,1.1,NA,3.1,NA,14.9,NA,0.0,NA,0.2,NA,0.0,T,0.2,NA,NA,NA,NA,NA,<31,NA
-113.58,53.31,EDMONTON INTL A,3012216,2016-04-26,2016,04,26,NA,13.9,NA,1.9,NA,7.9,NA,10.1,NA,0.0,NA,0.0,T,0.0,NA,0.0,T,NA,NA,15,NA,33,NA
